timestep,timestamp,scenario,supply_scenario,zone_id,crop,soil_type,area_m2,available_water,zone_priority,zone_stress,zone_demand,irrigation_command,irrigation_request_mm,allocation_factor,allocated_irrigation_mm,unmet_demand_mm,allocation_ratio,water_volume_requested_L,water_volume_allocated_L,water_volume_unmet_L,rainfall_mm,effective_rainfall_mm,soil_moisture,moisture_error,et0_mm_day,etc_mm_step,water_balance_residual_mm
506,2026-06-01 08:26:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2629,9.2326,15.5469,0.0311,59.151,0.0184,0.0127,0.5915,3.1094,1.8392,1.2702,0.0,0.0,56.5456,3.4544,0.0016,0.0019,0.0
506,2026-06-01 08:26:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.6456,9.2326,20.5521,0.0411,59.439,0.0244,0.0167,0.5944,4.9325,2.9318,2.0007,0.0,0.0,46.0478,8.9522,0.0016,0.0014,0.0
506,2026-06-01 08:26:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.422,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.2989,-0.2989,0.0016,0.002,0.0
507,2026-06-01 08:27:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2643,9.2326,15.5448,0.0311,59.1475,0.0184,0.0127,0.5915,3.109,1.8389,1.2701,0.0,0.0,56.5479,3.4521,0.0016,0.0019,0.0
507,2026-06-01 08:27:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.6273,9.2326,20.4937,0.041,59.0111,0.0242,0.0168,0.5901,4.9185,2.9024,2.016,0.0,0.0,46.0503,8.9497,0.0016,0.0014,0.0
507,2026-06-01 08:27:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4223,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.2993,-0.2993,0.0016,0.0019,0.0
508,2026-06-01 08:28:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2657,9.2326,15.5426,0.0311,59.144,0.0184,0.0127,0.5914,3.1085,1.8385,1.27,0.0,0.0,56.5503,3.4497,0.0016,0.0019,0.0
508,2026-06-01 08:28:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.6083,9.2326,20.4328,0.0409,58.5676,0.0239,0.0169,0.5857,4.9039,2.8721,2.0318,0.0,0.0,46.0529,8.9471,0.0016,0.0014,0.0
508,2026-06-01 08:28:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4227,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.2997,-0.2997,0.0016,0.0019,0.0
509,2026-06-01 08:29:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2671,9.2326,15.5405,0.0311,59.1406,0.0184,0.0127,0.5914,3.1081,1.8382,1.27,0.0,0.0,56.5526,3.4474,0.0018,0.0021,0.0
509,2026-06-01 08:29:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.59,9.2326,20.374,0.0407,58.1366,0.0237,0.0171,0.5814,4.8898,2.8427,2.047,0.0,0.0,46.0554,8.9446,0.0018,0.0015,0.0
509,2026-06-01 08:29:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4232,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3002,-0.3002,0.0018,0.0021,0.0
510,2026-06-01 08:30:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2685,9.2326,15.5383,0.0311,59.137,0.0184,0.0127,0.5914,3.1077,1.8378,1.2699,0.0,0.0,56.555,3.445,0.0017,0.0019,0.0
510,2026-06-01 08:30:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.5725,9.2326,20.3173,0.0406,57.7185,0.0235,0.0172,0.5772,4.8762,2.8144,2.0617,0.0,0.0,46.0578,8.9422,0.0017,0.0014,0.0
510,2026-06-01 08:30:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4235,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3006,-0.3006,0.0017,0.002,0.0
511,2026-06-01 08:31:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2698,9.2326,15.5362,0.0311,59.1336,0.0184,0.0127,0.5913,3.1072,1.8374,1.2698,0.0,0.0,56.5573,3.4427,0.0017,0.002,0.0
511,2026-06-01 08:31:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.5542,9.2326,20.2582,0.0405,57.2814,0.0232,0.0173,0.5728,4.862,2.785,2.077,0.0,0.0,46.0603,8.9397,0.0017,0.0015,0.0
511,2026-06-01 08:31:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4239,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.301,-0.301,0.0017,0.0021,0.0
512,2026-06-01 08:32:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2713,9.2326,15.534,0.0311,59.13,0.0184,0.0127,0.5913,3.1068,1.8371,1.2698,0.0,0.0,56.5597,3.4403,0.0016,0.0019,0.0
512,2026-06-01 08:32:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.5366,9.2326,20.2014,0.0404,56.8601,0.023,0.0174,0.5686,4.8483,2.7568,2.0916,0.0,0.0,46.0627,8.9373,0.0016,0.0014,0.0
512,2026-06-01 08:32:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4243,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3014,-0.3014,0.0016,0.0019,0.0
513,2026-06-01 08:33:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2726,9.2326,15.5319,0.0311,59.1266,0.0184,0.0127,0.5913,3.1064,1.8367,1.2697,0.0,0.0,56.562,3.438,0.0017,0.0019,0.0
513,2026-06-01 08:33:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.5191,9.2326,20.1448,0.0403,56.4415,0.0227,0.0175,0.5644,4.8348,2.7288,2.1059,0.0,0.0,46.0651,8.9349,0.0017,0.0014,0.0
513,2026-06-01 08:33:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4246,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3018,-0.3018,0.0017,0.002,0.0
514,2026-06-01 08:34:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.274,9.2326,15.5297,0.0311,59.123,0.0184,0.0127,0.5912,3.1059,1.8363,1.2696,0.0,0.0,56.5644,3.4356,0.0017,0.002,0.0
514,2026-06-01 08:34:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.5015,9.2326,20.0882,0.0402,56.0213,0.0225,0.0177,0.5602,4.8212,2.7009,2.1203,0.0,0.0,46.0675,8.9325,0.0017,0.0015,0.0
514,2026-06-01 08:34:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.425,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3022,-0.3022,0.0017,0.0021,0.0
515,2026-06-01 08:35:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2754,9.2326,15.5276,0.0311,59.1196,0.0184,0.0127,0.5912,3.1055,1.836,1.2696,0.0,0.0,56.5667,3.4333,0.0017,0.0019,0.0
515,2026-06-01 08:35:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.4847,9.2326,20.0339,0.0401,55.6154,0.0223,0.0178,0.5562,4.8081,2.6741,2.1341,0.0,0.0,46.0698,8.9302,0.0017,0.0014,0.0
515,2026-06-01 08:35:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4254,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3026,-0.3026,0.0017,0.002,0.0
516,2026-06-01 08:36:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2767,9.2326,15.5255,0.0311,59.1161,0.0184,0.0127,0.5912,3.1051,1.8356,1.2695,0.0,0.0,56.569,3.431,0.0018,0.0021,0.0
516,2026-06-01 08:36:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.4679,9.2326,19.9796,0.04,55.208,0.0221,0.0179,0.5521,4.7951,2.6473,2.1478,0.0,0.0,46.0721,8.9279,0.0018,0.0015,0.0
516,2026-06-01 08:36:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4258,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.303,-0.303,0.0018,0.0022,0.0
517,2026-06-01 08:37:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2781,9.2326,15.5233,0.031,59.1126,0.0184,0.0127,0.5911,3.1047,1.8352,1.2694,0.0,0.0,56.5714,3.4286,0.0017,0.0019,0.0
517,2026-06-01 08:37:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.451,9.2326,19.9252,0.0399,54.799,0.0218,0.018,0.548,4.782,2.6205,2.1615,0.0,0.0,46.0744,8.9256,0.0017,0.0014,0.0
517,2026-06-01 08:37:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4261,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3034,-0.3034,0.0017,0.002,0.0
518,2026-06-01 08:38:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2795,9.2326,15.5212,0.031,59.1091,0.0183,0.0127,0.5911,3.1042,1.8349,1.2693,0.0,0.0,56.5737,3.4263,0.0018,0.0021,0.0
518,2026-06-01 08:38:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.4342,9.2326,19.8708,0.0397,54.39,0.0216,0.0181,0.5439,4.769,2.5939,2.1751,0.0,0.0,46.0767,8.9233,0.0018,0.0015,0.0
518,2026-06-01 08:38:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4266,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3039,-0.3039,0.0018,0.0022,0.0
519,2026-06-01 08:39:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2809,9.2326,15.5191,0.031,59.1057,0.0183,0.0127,0.5911,3.1038,1.8345,1.2693,0.0,0.0,56.576,3.424,0.0018,0.002,0.0
519,2026-06-01 08:39:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.418,9.2326,19.8185,0.0396,53.9963,0.0214,0.0182,0.54,4.7564,2.5683,2.1881,0.0,0.0,46.0789,8.9211,0.0018,0.0015,0.0
519,2026-06-01 08:39:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.427,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3043,-0.3043,0.0018,0.0021,0.0
520,2026-06-01 08:40:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2823,9.2326,15.5169,0.031,59.1021,0.0183,0.0127,0.591,3.1034,1.8342,1.2692,0.0,0.0,56.5784,3.4216,0.0018,0.002,0.0
520,2026-06-01 08:40:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.4018,9.2326,19.7661,0.0395,53.5994,0.0212,0.0183,0.536,4.7439,2.5427,2.2012,0.0,0.0,46.0811,8.9189,0.0018,0.0015,0.0
520,2026-06-01 08:40:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4273,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3047,-0.3047,0.0018,0.0021,0.0
521,2026-06-01 08:41:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2837,9.2326,15.5147,0.031,59.0987,0.0183,0.0127,0.591,3.1029,1.8338,1.2691,0.0,0.0,56.5807,3.4193,0.0017,0.002,0.0
521,2026-06-01 08:41:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.3855,9.2326,19.7132,0.0394,53.197,0.021,0.0185,0.532,4.7312,2.5168,2.2143,0.0,0.0,46.0833,8.9167,0.0017,0.0015,0.0
521,2026-06-01 08:41:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4277,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3051,-0.3051,0.0017,0.0021,0.0
522,2026-06-01 08:42:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.285,9.2326,15.5126,0.031,59.0952,0.0183,0.0127,0.591,3.1025,1.8334,1.2691,0.0,0.0,56.583,3.417,0.0018,0.0021,0.0
522,2026-06-01 08:42:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.3693,9.2326,19.6603,0.0393,52.7925,0.0208,0.0186,0.5279,4.7185,2.491,2.2275,0.0,0.0,46.0855,8.9145,0.0018,0.0016,0.0
522,2026-06-01 08:42:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4281,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3055,-0.3055,0.0018,0.0022,0.0
523,2026-06-01 08:43:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2864,9.2326,15.5104,0.031,59.0917,0.0183,0.0127,0.5909,3.1021,1.8331,1.269,0.0,0.0,56.5854,3.4146,0.0018,0.002,0.0
523,2026-06-01 08:43:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.3538,9.2326,19.6097,0.0392,52.4048,0.0206,0.0187,0.524,4.7063,2.4663,2.24,0.0,0.0,46.0876,8.9124,0.0018,0.0015,0.0
523,2026-06-01 08:43:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4284,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3059,-0.3059,0.0018,0.0021,0.0
524,2026-06-01 08:44:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2878,9.2326,15.5083,0.031,59.0882,0.0183,0.0127,0.5909,3.1017,1.8327,1.2689,0.0,0.0,56.5877,3.4123,0.0018,0.0021,0.0
524,2026-06-01 08:44:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.3383,9.2326,19.5591,0.0391,52.0177,0.0203,0.0188,0.5202,4.6942,2.4418,2.2524,0.0,0.0,46.0897,8.9103,0.0018,0.0016,0.0
524,2026-06-01 08:44:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4288,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3063,-0.3063,0.0018,0.0022,0.0
525,2026-06-01 08:45:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2892,9.2326,15.5062,0.031,59.0848,0.0183,0.0127,0.5908,3.1012,1.8324,1.2689,0.0,0.0,56.59,3.41,0.0019,0.0022,0.0
525,2026-06-01 08:45:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.3229,9.2326,19.5085,0.039,51.6295,0.0201,0.0189,0.5163,4.682,2.4173,2.2647,0.0,0.0,46.0918,8.9082,0.0019,0.0016,0.0
525,2026-06-01 08:45:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4292,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3067,-0.3067,0.0019,0.0022,0.0
526,2026-06-01 08:46:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2906,9.2326,15.5041,0.031,59.0814,0.0183,0.0127,0.5908,3.1008,1.832,1.2688,0.0,0.0,56.5923,3.4077,0.0019,0.0022,0.0
526,2026-06-01 08:46:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.3074,9.2326,19.4579,0.0389,51.2379,0.0199,0.019,0.5124,4.6699,2.3928,2.2771,0.0,0.0,46.0939,8.9061,0.0019,0.0016,0.0
526,2026-06-01 08:46:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4295,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3071,-0.3071,0.0019,0.0022,0.0
527,2026-06-01 08:47:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2919,9.2326,15.5019,0.031,59.0779,0.0183,0.0127,0.5908,3.1004,1.8316,1.2687,0.0,0.0,56.5946,3.4054,0.0018,0.0021,0.0
527,2026-06-01 08:47:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2926,9.2326,19.4096,0.0388,50.8631,0.0197,0.0191,0.5086,4.6583,2.3694,2.289,0.0,0.0,46.0959,8.9041,0.0018,0.0015,0.0
527,2026-06-01 08:47:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4299,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3075,-0.3075,0.0018,0.0022,0.0
528,2026-06-01 08:48:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2933,9.2326,15.4998,0.031,59.0745,0.0183,0.0127,0.5907,3.1,1.8313,1.2687,0.0,0.0,56.5969,3.4031,0.0018,0.0021,0.0
528,2026-06-01 08:48:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2779,9.2326,19.3614,0.0387,50.4868,0.0195,0.0192,0.5049,4.6467,2.346,2.3007,0.0,0.0,46.0979,8.9021,0.0018,0.0016,0.0
528,2026-06-01 08:48:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4303,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3079,-0.3079,0.0018,0.0022,0.0
529,2026-06-01 08:49:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2947,9.2326,15.4976,0.031,59.0709,0.0183,0.0127,0.5907,3.0995,1.8309,1.2686,0.0,0.0,56.5993,3.4007,0.002,0.0022,0.0
529,2026-06-01 08:49:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2631,9.2326,19.3131,0.0386,50.1092,0.0194,0.0193,0.5011,4.6351,2.3226,2.3125,0.0,0.0,46.0999,8.9001,0.002,0.0017,0.0
529,2026-06-01 08:49:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4306,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3083,-0.3083,0.002,0.0023,0.0
530,2026-06-01 08:50:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2961,9.2326,15.4954,0.031,59.0674,0.0183,0.0127,0.5907,3.0991,1.8305,1.2685,0.0,0.0,56.6016,3.3984,0.0019,0.0022,0.0
530,2026-06-01 08:50:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2483,9.2326,19.265,0.0385,49.7328,0.0192,0.0194,0.4973,4.6236,2.2994,2.3241,0.0,0.0,46.1019,8.8981,0.0019,0.0016,0.0
530,2026-06-01 08:50:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4309,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3086,-0.3086,0.0019,0.0023,0.0
531,2026-06-01 08:51:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2975,9.2326,15.4933,0.031,59.0638,0.0183,0.0127,0.5906,3.0987,1.8302,1.2685,0.0,0.0,56.6039,3.3961,0.0019,0.0022,0.0
531,2026-06-01 08:51:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2343,9.2326,19.2192,0.0384,49.3745,0.019,0.0195,0.4937,4.6126,2.2774,2.3352,0.0,0.0,46.1038,8.8962,0.0019,0.0016,0.0
531,2026-06-01 08:51:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4313,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.309,-0.309,0.0019,0.0023,0.0
532,2026-06-01 08:52:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.2989,9.2326,15.4911,0.031,59.0603,0.0183,0.0127,0.5906,3.0982,1.8298,1.2684,0.0,0.0,56.6062,3.3938,0.0019,0.0022,0.0
532,2026-06-01 08:52:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2195,9.2326,19.171,0.0383,48.9944,0.0188,0.0196,0.4899,4.601,2.2543,2.3468,0.0,0.0,46.1058,8.8942,0.0019,0.0016,0.0
532,2026-06-01 08:52:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4317,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3094,-0.3094,0.0019,0.0023,0.0
533,2026-06-01 08:53:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.3003,9.2326,15.4889,0.031,59.0568,0.0183,0.0127,0.5906,3.0978,1.8294,1.2683,0.0,0.0,56.6085,3.3915,0.002,0.0023,0.0
533,2026-06-01 08:53:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.2055,9.2326,19.1252,0.0383,48.631,0.0186,0.0196,0.4863,4.59,2.2322,2.3579,0.0,0.0,46.1077,8.8923,0.002,0.0017,0.0
533,2026-06-01 08:53:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.432,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3098,-0.3098,0.002,0.0024,0.0
534,2026-06-01 08:54:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.3016,9.2326,15.4868,0.031,59.0534,0.0183,0.0127,0.5905,3.0974,1.8291,1.2683,0.0,0.0,56.6107,3.3893,0.0018,0.0021,0.0
534,2026-06-01 08:54:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.1915,9.2326,19.0791,0.0382,48.2641,0.0184,0.0197,0.4826,4.579,2.21,2.369,0.0,0.0,46.1096,8.8904,0.0018,0.0016,0.0
534,2026-06-01 08:54:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4324,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3102,-0.3102,0.0018,0.0022,0.0
535,2026-06-01 08:55:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.303,9.2326,15.4846,0.031,59.0498,0.0183,0.0127,0.5905,3.0969,1.8287,1.2682,0.0,0.0,56.613,3.387,0.002,0.0023,0.0
535,2026-06-01 08:55:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.1782,9.2326,19.0352,0.0381,47.9138,0.0182,0.0198,0.4791,4.5685,2.1889,2.3795,0.0,0.0,46.1114,8.8886,0.002,0.0017,0.0
535,2026-06-01 08:55:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4328,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3106,-0.3106,0.002,0.0024,0.0
536,2026-06-01 08:56:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.3044,9.2326,15.4824,0.031,59.0463,0.0183,0.0127,0.5905,3.0965,1.8284,1.2681,0.0,0.0,56.6153,3.3847,0.0018,0.0021,0.0
536,2026-06-01 08:56:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.1641,9.2326,18.989,0.038,47.5431,0.0181,0.0199,0.4754,4.5573,2.1667,2.3906,0.0,0.0,46.1133,8.8867,0.0018,0.0016,0.0
536,2026-06-01 08:56:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4331,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.311,-0.311,0.0018,0.0022,0.0
537,2026-06-01 08:57:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.3058,9.2326,15.4802,0.031,59.0427,0.0183,0.0127,0.5904,3.096,1.828,1.2681,0.0,0.0,56.6176,3.3824,0.002,0.0023,0.0
537,2026-06-01 08:57:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.1508,9.2326,18.9451,0.0379,47.192,0.0179,0.02,0.4719,4.5468,2.1457,2.4011,0.0,0.0,46.1151,8.8849,0.002,0.0017,0.0
537,2026-06-01 08:57:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4335,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3114,-0.3114,0.002,0.0024,0.0
538,2026-06-01 08:58:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.3071,9.2326,15.478,0.031,59.0392,0.0183,0.0127,0.5904,3.0956,1.8276,1.268,0.0,0.0,56.6199,3.3801,0.002,0.0023,0.0
538,2026-06-01 08:58:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.1375,9.2326,18.9012,0.0378,46.8395,0.0177,0.0201,0.4684,4.5363,2.1248,2.4115,0.0,0.0,46.1169,8.8831,0.002,0.0017,0.0
538,2026-06-01 08:58:00,Rainy,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,14.4338,9.2326,5.3624,0.0107,57.4405,0.0062,0.0046,0.5744,0.858,0.4928,0.3652,0.0,0.0,65.3117,-0.3117,0.002,0.0024,0.0
539,2026-06-01 08:59:00,Rainy,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.3085,9.2326,15.4759,0.031,59.0357,0.0183,0.0127,0.5904,3.0952,1.8273,1.2679,0.0,0.0,56.6222,3.3778,0.002,0.0023,0.0
539,2026-06-01 08:59:00,Rainy,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,25.1242,9.2326,18.8572,0.0377,46.4829,0.0175,0.0202,0.4648,4.5257,2.1037,2.422,0.0,0.0,46.1187,8.8813,0.002,0.0017,0.0
