step,timestamp,scenario,zone_id,crop,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,et0,etc,rainfall,effective_rainfall,crop_water_deficit,water_demand,irrigation_command,irrigation_application,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
841,2026-06-01 14:01:00,Cloudy,1,Tomato,58.4787,60.0,1.5213,0.744,14.26,38.69,0.00505,0.005807,0.0,0.0,0.005807,9.23,13.63,0.027263,0.0273,0.0058,0.0,58.4818,0.0,409.3512
842,2026-06-01 14:02:00,Cloudy,1,Tomato,58.4818,60.0,1.5182,0.744,14.26,40.42,0.005328,0.006127,0.0,0.0,0.006127,9.23,13.62,0.027239,0.0272,0.0061,0.0,58.4848,0.0,409.3727
843,2026-06-01 14:03:00,Cloudy,1,Tomato,58.4848,60.0,1.5152,0.7441,14.25,38.38,0.005127,0.005896,0.0,0.0,0.005896,9.23,13.61,0.027215,0.0272,0.0059,0.0,58.4879,0.0,409.3938
844,2026-06-01 14:04:00,Cloudy,1,Tomato,58.4879,60.0,1.5121,0.7442,14.25,40.48,0.005131,0.005901,0.0,0.0,0.005901,9.23,13.6,0.02719,0.0272,0.0059,0.0,58.4909,0.0,409.4151
845,2026-06-01 14:05:00,Cloudy,1,Tomato,58.4909,60.0,1.5091,0.7442,14.25,38.35,0.005102,0.005867,0.0,0.0,0.005867,9.23,13.58,0.027166,0.0272,0.0059,0.0,58.494,0.0,409.4364
846,2026-06-01 14:06:00,Cloudy,1,Tomato,58.494,60.0,1.506,0.7443,14.25,43.88,0.005195,0.005974,0.0,0.0,0.005974,9.23,13.57,0.027141,0.0271,0.006,0.0,58.497,0.0,409.4577
847,2026-06-01 14:07:00,Cloudy,1,Tomato,58.497,60.0,1.503,0.7444,14.24,40.42,0.005297,0.006092,0.0,0.0,0.006092,9.23,13.56,0.027117,0.0271,0.0061,0.0,58.5,0.0,409.4789
848,2026-06-01 14:08:00,Cloudy,1,Tomato,58.5,60.0,1.5,0.7444,14.24,39.28,0.005209,0.00599,0.0,0.0,0.00599,9.23,13.55,0.027093,0.0271,0.006,0.0,58.503,0.0,409.4999
849,2026-06-01 14:09:00,Cloudy,1,Tomato,58.503,60.0,1.497,0.7445,14.24,39.73,0.005079,0.005841,0.0,0.0,0.005841,9.23,13.53,0.027069,0.0271,0.0058,0.0,58.506,0.0,409.521
850,2026-06-01 14:10:00,Cloudy,1,Tomato,58.506,60.0,1.494,0.7446,14.24,41.66,0.005182,0.005959,0.0,0.0,0.005959,9.23,13.52,0.027045,0.027,0.006,0.0,58.509,0.0,409.5422
851,2026-06-01 14:11:00,Cloudy,1,Tomato,58.509,60.0,1.491,0.7446,14.23,39.14,0.00517,0.005945,0.0,0.0,0.005945,9.23,13.51,0.027021,0.027,0.0059,0.0,58.5121,0.0,409.5633
852,2026-06-01 14:12:00,Cloudy,1,Tomato,58.5121,60.0,1.4879,0.7447,14.23,37.29,0.005155,0.005928,0.0,0.0,0.005928,9.23,13.5,0.026996,0.027,0.0059,0.0,58.5151,0.0,409.5844
853,2026-06-01 14:13:00,Cloudy,1,Tomato,58.5151,60.0,1.4849,0.7448,14.23,41.64,0.005024,0.005778,0.0,0.0,0.005778,9.23,13.49,0.026972,0.027,0.0058,0.0,58.5181,0.0,409.6055
854,2026-06-01 14:14:00,Cloudy,1,Tomato,58.5181,60.0,1.4819,0.7448,14.23,41.46,0.005295,0.006089,0.0,0.0,0.006089,9.23,13.47,0.026947,0.0269,0.0061,0.0,58.5211,0.0,409.6267
855,2026-06-01 14:15:00,Cloudy,1,Tomato,58.5211,60.0,1.4789,0.7449,14.22,42.16,0.005181,0.005958,0.0,0.0,0.005958,9.23,13.46,0.026923,0.0269,0.006,0.0,58.5241,0.0,409.6476
856,2026-06-01 14:16:00,Cloudy,1,Tomato,58.5241,60.0,1.4759,0.745,14.22,42.75,0.005437,0.006253,0.0,0.0,0.006253,9.23,13.45,0.026899,0.0269,0.0063,0.0,58.527,0.0,409.6686
857,2026-06-01 14:17:00,Cloudy,1,Tomato,58.527,60.0,1.473,0.745,14.22,39.42,0.005048,0.005805,0.0,0.0,0.005805,9.23,13.44,0.026875,0.0269,0.0058,0.0,58.53,0.0,409.6892
858,2026-06-01 14:18:00,Cloudy,1,Tomato,58.53,60.0,1.47,0.7451,14.22,40.51,0.00491,0.005646,0.0,0.0,0.005646,9.23,13.43,0.026851,0.0269,0.0056,0.0,58.5331,0.0,409.7103
859,2026-06-01 14:19:00,Cloudy,1,Tomato,58.5331,60.0,1.4669,0.7452,14.21,41.36,0.005052,0.00581,0.0,0.0,0.00581,9.23,13.41,0.026826,0.0268,0.0058,0.0,58.5361,0.0,409.7315
860,2026-06-01 14:20:00,Cloudy,1,Tomato,58.5361,60.0,1.4639,0.7452,14.21,40.91,0.005004,0.005755,0.0,0.0,0.005755,9.23,13.4,0.026802,0.0268,0.0058,0.0,58.5391,0.0,409.7525
861,2026-06-01 14:21:00,Cloudy,1,Tomato,58.5391,60.0,1.4609,0.7453,14.21,39.91,0.004954,0.005697,0.0,0.0,0.005697,9.23,13.39,0.026777,0.0268,0.0057,0.0,58.5421,0.0,409.7735
862,2026-06-01 14:22:00,Cloudy,1,Tomato,58.5421,60.0,1.4579,0.7454,14.21,37.17,0.004849,0.005576,0.0,0.0,0.005576,9.23,13.38,0.026753,0.0268,0.0056,0.0,58.5451,0.0,409.7946
863,2026-06-01 14:23:00,Cloudy,1,Tomato,58.5451,60.0,1.4549,0.7454,14.2,40.53,0.00514,0.005911,0.0,0.0,0.005911,9.23,13.36,0.026728,0.0267,0.0059,0.0,58.5481,0.0,409.8158
864,2026-06-01 14:24:00,Cloudy,1,Tomato,58.5481,60.0,1.4519,0.7455,14.2,36.7,0.004583,0.00527,0.0,0.0,0.00527,9.23,13.35,0.026704,0.0267,0.0053,0.0,58.5511,0.0,409.8366
865,2026-06-01 14:25:00,Cloudy,1,Tomato,58.5511,60.0,1.4489,0.7456,14.2,40.44,0.004667,0.005367,0.0,0.0,0.005367,9.23,13.34,0.02668,0.0267,0.0054,0.0,58.5542,0.0,409.858
866,2026-06-01 14:26:00,Cloudy,1,Tomato,58.5542,60.0,1.4458,0.7456,14.2,43.82,0.004894,0.005628,0.0,0.0,0.005628,9.23,13.33,0.026654,0.0267,0.0056,0.0,58.5572,0.0,409.8793
867,2026-06-01 14:27:00,Cloudy,1,Tomato,58.5572,60.0,1.4428,0.7457,14.19,40.54,0.004635,0.00533,0.0,0.0,0.00533,9.23,13.31,0.02663,0.0266,0.0053,0.0,58.5602,0.0,409.9003
868,2026-06-01 14:28:00,Cloudy,1,Tomato,58.5602,60.0,1.4398,0.7458,14.19,43.25,0.004799,0.005519,0.0,0.0,0.005519,9.23,13.3,0.026605,0.0266,0.0055,0.0,58.5632,0.0,409.9216
869,2026-06-01 14:29:00,Cloudy,1,Tomato,58.5632,60.0,1.4368,0.7458,14.19,40.48,0.004605,0.005296,0.0,0.0,0.005296,9.23,13.29,0.026581,0.0266,0.0053,0.0,58.5663,0.0,409.9427
870,2026-06-01 14:30:00,Cloudy,1,Tomato,58.5663,60.0,1.4337,0.7459,14.19,42.37,0.004759,0.005473,0.0,0.0,0.005473,9.23,13.28,0.026555,0.0266,0.0055,0.0,58.5693,0.0,409.964
871,2026-06-01 14:31:00,Cloudy,1,Tomato,58.5693,60.0,1.4307,0.746,14.18,41.14,0.004686,0.005389,0.0,0.0,0.005389,9.23,13.27,0.026531,0.0265,0.0054,0.0,58.5723,0.0,409.9851
872,2026-06-01 14:32:00,Cloudy,1,Tomato,58.5723,60.0,1.4277,0.7461,14.18,43.25,0.004832,0.005557,0.0,0.0,0.005557,9.23,13.25,0.026506,0.0265,0.0056,0.0,58.5753,0.0,410.0062
873,2026-06-01 14:33:00,Cloudy,1,Tomato,58.5753,60.0,1.4247,0.7461,14.18,40.41,0.004662,0.005361,0.0,0.0,0.005361,9.23,13.24,0.026482,0.0265,0.0054,0.0,58.5783,0.0,410.0271
874,2026-06-01 14:34:00,Cloudy,1,Tomato,58.5783,60.0,1.4217,0.7462,14.18,41.08,0.004701,0.005406,0.0,0.0,0.005406,9.23,13.23,0.026457,0.0265,0.0054,0.0,58.5813,0.0,410.0482
875,2026-06-01 14:35:00,Cloudy,1,Tomato,58.5813,60.0,1.4187,0.7463,14.17,40.75,0.004664,0.005364,0.0,0.0,0.005364,9.23,13.22,0.026432,0.0264,0.0054,0.0,58.5843,0.0,410.0693
876,2026-06-01 14:36:00,Cloudy,1,Tomato,58.5843,60.0,1.4157,0.7463,14.17,39.64,0.004605,0.005296,0.0,0.0,0.005296,9.23,13.2,0.026408,0.0264,0.0053,0.0,58.5874,0.0,410.0904
877,2026-06-01 14:37:00,Cloudy,1,Tomato,58.5874,60.0,1.4126,0.7464,14.17,40.84,0.004623,0.005316,0.0,0.0,0.005316,9.23,13.19,0.026382,0.0264,0.0053,0.0,58.5904,0.0,410.1115
878,2026-06-01 14:38:00,Cloudy,1,Tomato,58.5904,60.0,1.4096,0.7465,14.17,42.8,0.004809,0.00553,0.0,0.0,0.00553,9.23,13.18,0.026358,0.0264,0.0055,0.0,58.5933,0.0,410.1326
879,2026-06-01 14:39:00,Cloudy,1,Tomato,58.5933,60.0,1.4067,0.7465,14.16,39.58,0.004612,0.005304,0.0,0.0,0.005304,9.23,13.17,0.026334,0.0263,0.0053,0.0,58.5963,0.0,410.1534
880,2026-06-01 14:40:00,Cloudy,1,Tomato,58.5963,60.0,1.4037,0.7466,14.16,40.48,0.004685,0.005388,0.0,0.0,0.005388,9.23,13.15,0.026309,0.0263,0.0054,0.0,58.5993,0.0,410.1744
881,2026-06-01 14:41:00,Cloudy,1,Tomato,58.5993,60.0,1.4007,0.7467,14.16,41.81,0.004724,0.005433,0.0,0.0,0.005433,9.23,13.14,0.026284,0.0263,0.0054,0.0,58.6023,0.0,410.1953
882,2026-06-01 14:42:00,Cloudy,1,Tomato,58.6023,60.0,1.3977,0.7467,14.16,41.36,0.004629,0.005323,0.0,0.0,0.005323,9.23,13.13,0.026259,0.0263,0.0053,0.0,58.6053,0.0,410.2162
883,2026-06-01 14:43:00,Cloudy,1,Tomato,58.6053,60.0,1.3947,0.7468,14.16,39.17,0.004486,0.005159,0.0,0.0,0.005159,9.23,13.12,0.026234,0.0262,0.0052,0.0,58.6083,0.0,410.2371
884,2026-06-01 14:44:00,Cloudy,1,Tomato,58.6083,60.0,1.3917,0.7469,14.15,35.78,0.004224,0.004858,0.0,0.0,0.004858,9.23,13.1,0.026209,0.0262,0.0049,0.0,58.6114,0.0,410.2582
885,2026-06-01 14:45:00,Cloudy,1,Tomato,58.6114,60.0,1.3886,0.7469,14.15,39.88,0.004611,0.005303,0.0,0.0,0.005303,9.23,13.09,0.026184,0.0262,0.0053,0.0,58.6144,0.0,410.2796
886,2026-06-01 14:46:00,Cloudy,1,Tomato,58.6144,60.0,1.3856,0.747,14.15,35.98,0.00429,0.004934,0.0,0.0,0.004934,9.23,13.08,0.026158,0.0262,0.0049,0.0,58.6174,0.0,410.3005
887,2026-06-01 14:47:00,Cloudy,1,Tomato,58.6174,60.0,1.3826,0.7471,14.15,41.37,0.00465,0.005347,0.0,0.0,0.005347,9.23,13.07,0.026133,0.0261,0.0053,0.0,58.6204,0.0,410.3217
888,2026-06-01 14:48:00,Cloudy,1,Tomato,58.6204,60.0,1.3796,0.7471,14.14,38.64,0.004469,0.005139,0.0,0.0,0.005139,9.23,13.05,0.026108,0.0261,0.0051,0.0,58.6234,0.0,410.3425
889,2026-06-01 14:49:00,Cloudy,1,Tomato,58.6234,60.0,1.3766,0.7472,14.14,40.1,0.004529,0.005208,0.0,0.0,0.005208,9.23,13.04,0.026083,0.0261,0.0052,0.0,58.6263,0.0,410.3635
890,2026-06-01 14:50:00,Cloudy,1,Tomato,58.6263,60.0,1.3737,0.7473,14.14,37.36,0.004473,0.005144,0.0,0.0,0.005144,9.23,13.03,0.026059,0.0261,0.0051,0.0,58.6293,0.0,410.3844
891,2026-06-01 14:51:00,Cloudy,1,Tomato,58.6293,60.0,1.3707,0.7473,14.14,36.62,0.004453,0.005121,0.0,0.0,0.005121,9.23,13.02,0.026034,0.026,0.0051,0.0,58.6323,0.0,410.4053
892,2026-06-01 14:52:00,Cloudy,1,Tomato,58.6323,60.0,1.3677,0.7474,14.13,38.75,0.004524,0.005203,0.0,0.0,0.005203,9.23,13.0,0.026009,0.026,0.0052,0.0,58.6353,0.0,410.4262
893,2026-06-01 14:53:00,Cloudy,1,Tomato,58.6353,60.0,1.3647,0.7475,14.13,38.24,0.004506,0.005182,0.0,0.0,0.005182,9.23,12.99,0.025984,0.026,0.0052,0.0,58.6383,0.0,410.447
894,2026-06-01 14:54:00,Cloudy,1,Tomato,58.6383,60.0,1.3617,0.7475,14.13,37.34,0.004486,0.005159,0.0,0.0,0.005159,9.23,12.98,0.025958,0.026,0.0052,0.0,58.6412,0.0,410.4678
895,2026-06-01 14:55:00,Cloudy,1,Tomato,58.6412,60.0,1.3588,0.7476,14.13,38.52,0.004553,0.005236,0.0,0.0,0.005236,9.23,12.97,0.025934,0.0259,0.0052,0.0,58.6442,0.0,410.4886
896,2026-06-01 14:56:00,Cloudy,1,Tomato,58.6442,60.0,1.3558,0.7476,14.12,42.63,0.00476,0.005474,0.0,0.0,0.005474,9.23,12.95,0.025909,0.0259,0.0055,0.0,58.6471,0.0,410.5093
897,2026-06-01 14:57:00,Cloudy,1,Tomato,58.6471,60.0,1.3529,0.7477,14.12,39.03,0.004628,0.005322,0.0,0.0,0.005322,9.23,12.94,0.025884,0.0259,0.0053,0.0,58.65,0.0,410.5297
898,2026-06-01 14:58:00,Cloudy,1,Tomato,58.65,60.0,1.35,0.7478,14.12,39.45,0.004686,0.005389,0.0,0.0,0.005389,9.23,12.93,0.02586,0.0259,0.0054,0.0,58.653,0.0,410.5503
899,2026-06-01 14:59:00,Cloudy,1,Tomato,58.653,60.0,1.347,0.7478,14.12,39.08,0.004616,0.005308,0.0,0.0,0.005308,9.23,12.92,0.025835,0.0258,0.0053,0.0,58.6559,0.0,410.5708
900,2026-06-01 15:00:00,Cloudy,1,Tomato,58.6559,60.0,1.3441,0.7479,14.11,39.82,0.004704,0.00541,0.0,0.0,0.00541,9.23,12.91,0.02581,0.0258,0.0054,0.0,58.6588,0.0,410.5913
901,2026-06-01 15:01:00,Cloudy,1,Tomato,58.6588,60.0,1.3412,0.748,14.11,37.6,0.004402,0.005062,0.0,0.0,0.005062,9.23,12.89,0.025786,0.0258,0.0051,0.0,58.6618,0.0,410.6117
902,2026-06-01 15:02:00,Cloudy,1,Tomato,58.6618,60.0,1.3382,0.748,14.11,35.2,0.004383,0.00504,0.0,0.0,0.00504,9.23,12.88,0.02576,0.0258,0.005,0.0,58.6647,0.0,410.6324
903,2026-06-01 15:03:00,Cloudy,1,Tomato,58.6647,60.0,1.3353,0.7481,14.11,37.09,0.004507,0.005183,0.0,0.0,0.005183,9.23,12.87,0.025736,0.0257,0.0052,0.0,58.6677,0.0,410.6531
904,2026-06-01 15:04:00,Cloudy,1,Tomato,58.6677,60.0,1.3323,0.7482,14.11,37.97,0.00455,0.005233,0.0,0.0,0.005233,9.23,12.86,0.02571,0.0257,0.0052,0.0,58.6706,0.0,410.6737
905,2026-06-01 15:05:00,Cloudy,1,Tomato,58.6706,60.0,1.3294,0.7482,14.1,36.39,0.004491,0.005165,0.0,0.0,0.005165,9.23,12.84,0.025686,0.0257,0.0052,0.0,58.6735,0.0,410.6942
906,2026-06-01 15:06:00,Cloudy,1,Tomato,58.6735,60.0,1.3265,0.7483,14.1,36.9,0.004451,0.005119,0.0,0.0,0.005119,9.23,12.83,0.025661,0.0257,0.0051,0.0,58.6765,0.0,410.7147
907,2026-06-01 15:07:00,Cloudy,1,Tomato,58.6765,60.0,1.3235,0.7484,14.1,35.99,0.004335,0.004985,0.0,0.0,0.004985,9.23,12.82,0.025636,0.0256,0.005,0.0,58.6794,0.0,410.7352
908,2026-06-01 15:08:00,Cloudy,1,Tomato,58.6794,60.0,1.3206,0.7484,14.1,38.62,0.00458,0.005267,0.0,0.0,0.005267,9.23,12.81,0.025611,0.0256,0.0053,0.0,58.6823,0.0,410.7559
909,2026-06-01 15:09:00,Cloudy,1,Tomato,58.6823,60.0,1.3177,0.7485,14.09,37.71,0.004477,0.005149,0.0,0.0,0.005149,9.23,12.79,0.025587,0.0256,0.0051,0.0,58.6852,0.0,410.7762
910,2026-06-01 15:10:00,Cloudy,1,Tomato,58.6852,60.0,1.3148,0.7486,14.09,37.5,0.004536,0.005216,0.0,0.0,0.005216,9.23,12.78,0.025562,0.0256,0.0052,0.0,58.6881,0.0,410.7966
911,2026-06-01 15:11:00,Cloudy,1,Tomato,58.6881,60.0,1.3119,0.7486,14.09,37.15,0.004381,0.005038,0.0,0.0,0.005038,9.23,12.77,0.025537,0.0255,0.005,0.0,58.6911,0.0,410.8169
912,2026-06-01 15:12:00,Cloudy,1,Tomato,58.6911,60.0,1.3089,0.7487,14.09,36.59,0.004411,0.005073,0.0,0.0,0.005073,9.23,12.76,0.025512,0.0255,0.0051,0.0,58.694,0.0,410.8374
913,2026-06-01 15:13:00,Cloudy,1,Tomato,58.694,60.0,1.306,0.7488,14.08,36.44,0.004514,0.005191,0.0,0.0,0.005191,9.23,12.74,0.025487,0.0255,0.0052,0.0,58.6969,0.0,410.8578
914,2026-06-01 15:14:00,Cloudy,1,Tomato,58.6969,60.0,1.3031,0.7488,14.08,35.37,0.004318,0.004966,0.0,0.0,0.004966,9.23,12.73,0.025462,0.0255,0.005,0.0,58.6998,0.0,410.8781
915,2026-06-01 15:15:00,Cloudy,1,Tomato,58.6998,60.0,1.3002,0.7489,14.08,34.19,0.004218,0.004851,0.0,0.0,0.004851,9.23,12.72,0.025438,0.0254,0.0049,0.0,58.7027,0.0,410.8986
916,2026-06-01 15:16:00,Cloudy,1,Tomato,58.7027,60.0,1.2973,0.7489,14.08,36.65,0.004434,0.005099,0.0,0.0,0.005099,9.23,12.71,0.025413,0.0254,0.0051,0.0,58.7056,0.0,410.9192
917,2026-06-01 15:17:00,Cloudy,1,Tomato,58.7056,60.0,1.2944,0.749,14.07,36.61,0.004479,0.005151,0.0,0.0,0.005151,9.23,12.69,0.025388,0.0254,0.0052,0.0,58.7085,0.0,410.9395
918,2026-06-01 15:18:00,Cloudy,1,Tomato,58.7085,60.0,1.2915,0.7491,14.07,37.36,0.004475,0.005146,0.0,0.0,0.005146,9.23,12.68,0.025363,0.0254,0.0051,0.0,58.7114,0.0,410.9597
919,2026-06-01 15:19:00,Cloudy,1,Tomato,58.7114,60.0,1.2886,0.7491,14.07,37.48,0.004453,0.005121,0.0,0.0,0.005121,9.23,12.67,0.025338,0.0253,0.0051,0.0,58.7143,0.0,410.9799
920,2026-06-01 15:20:00,Cloudy,1,Tomato,58.7143,60.0,1.2857,0.7492,14.07,37.58,0.00456,0.005244,0.0,0.0,0.005244,9.23,12.66,0.025313,0.0253,0.0052,0.0,58.7172,0.0,411.0001
921,2026-06-01 15:21:00,Cloudy,1,Tomato,58.7172,60.0,1.2828,0.7493,14.07,34.7,0.004211,0.004843,0.0,0.0,0.004843,9.23,12.64,0.025287,0.0253,0.0048,0.0,58.7201,0.0,411.0202
922,2026-06-01 15:22:00,Cloudy,1,Tomato,58.7201,60.0,1.2799,0.7493,14.06,35.27,0.004371,0.005027,0.0,0.0,0.005027,9.23,12.63,0.025262,0.0253,0.005,0.0,58.723,0.0,411.0406
923,2026-06-01 15:23:00,Cloudy,1,Tomato,58.723,60.0,1.277,0.7494,14.06,35.87,0.004412,0.005074,0.0,0.0,0.005074,9.23,12.62,0.025237,0.0252,0.0051,0.0,58.7259,0.0,411.0608
924,2026-06-01 15:24:00,Cloudy,1,Tomato,58.7259,60.0,1.2741,0.7495,14.06,38.14,0.004603,0.005293,0.0,0.0,0.005293,9.23,12.61,0.025212,0.0252,0.0053,0.0,58.7287,0.0,411.081
925,2026-06-01 15:25:00,Cloudy,1,Tomato,58.7287,60.0,1.2713,0.7495,14.06,37.24,0.004587,0.005275,0.0,0.0,0.005275,9.23,12.59,0.025188,0.0252,0.0053,0.0,58.7315,0.0,411.1009
926,2026-06-01 15:26:00,Cloudy,1,Tomato,58.7315,60.0,1.2685,0.7496,14.05,36.48,0.004623,0.005316,0.0,0.0,0.005316,9.23,12.58,0.025164,0.0252,0.0053,0.0,58.7344,0.0,411.1208
927,2026-06-01 15:27:00,Cloudy,1,Tomato,58.7344,60.0,1.2656,0.7497,14.05,34.78,0.004345,0.004997,0.0,0.0,0.004997,9.23,12.57,0.025138,0.0251,0.005,0.0,58.7372,0.0,411.1406
928,2026-06-01 15:28:00,Cloudy,1,Tomato,58.7372,60.0,1.2628,0.7497,14.05,34.22,0.004234,0.004869,0.0,0.0,0.004869,9.23,12.56,0.025114,0.0251,0.0049,0.0,58.7401,0.0,411.1607
929,2026-06-01 15:29:00,Cloudy,1,Tomato,58.7401,60.0,1.2599,0.7498,14.05,35.67,0.004305,0.004951,0.0,0.0,0.004951,9.23,12.54,0.025089,0.0251,0.005,0.0,58.743,0.0,411.1809
930,2026-06-01 15:30:00,Cloudy,1,Tomato,58.743,60.0,1.257,0.7498,14.05,33.85,0.004171,0.004797,0.0,0.0,0.004797,9.23,12.53,0.025064,0.0251,0.0048,0.0,58.7459,0.0,411.201
931,2026-06-01 15:31:00,Cloudy,1,Tomato,58.7459,60.0,1.2541,0.7499,14.04,34.66,0.004364,0.005019,0.0,0.0,0.005019,9.23,12.52,0.025038,0.025,0.005,0.0,58.7488,0.0,411.2213
932,2026-06-01 15:32:00,Cloudy,1,Tomato,58.7488,60.0,1.2512,0.75,14.04,34.78,0.004413,0.005075,0.0,0.0,0.005075,9.23,12.51,0.025013,0.025,0.0051,0.0,58.7516,0.0,411.2413
933,2026-06-01 15:33:00,Cloudy,1,Tomato,58.7516,60.0,1.2484,0.75,14.04,36.33,0.004551,0.005234,0.0,0.0,0.005234,9.23,12.49,0.024989,0.025,0.0052,0.0,58.7544,0.0,411.2612
934,2026-06-01 15:34:00,Cloudy,1,Tomato,58.7544,60.0,1.2456,0.7501,14.04,34.04,0.004253,0.004891,0.0,0.0,0.004891,9.23,12.48,0.024964,0.025,0.0049,0.0,58.7573,0.0,411.281
935,2026-06-01 15:35:00,Cloudy,1,Tomato,58.7573,60.0,1.2427,0.7502,14.03,32.71,0.00397,0.004565,0.0,0.0,0.004565,9.23,12.47,0.024939,0.0249,0.0046,0.0,58.7602,0.0,411.3011
936,2026-06-01 15:36:00,Cloudy,1,Tomato,58.7602,60.0,1.2398,0.7502,14.03,34.66,0.004274,0.004915,0.0,0.0,0.004915,9.23,12.46,0.024914,0.0249,0.0049,0.0,58.7631,0.0,411.3215
937,2026-06-01 15:37:00,Cloudy,1,Tomato,58.7631,60.0,1.2369,0.7503,14.03,33.64,0.004077,0.004689,0.0,0.0,0.004689,9.23,12.44,0.024888,0.0249,0.0047,0.0,58.766,0.0,411.3415
938,2026-06-01 15:38:00,Cloudy,1,Tomato,58.766,60.0,1.234,0.7504,14.03,34.05,0.004121,0.004739,0.0,0.0,0.004739,9.23,12.43,0.024863,0.0249,0.0047,0.0,58.7688,0.0,411.3617
939,2026-06-01 15:39:00,Cloudy,1,Tomato,58.7688,60.0,1.2312,0.7504,14.02,34.16,0.004247,0.004884,0.0,0.0,0.004884,9.23,12.42,0.024838,0.0248,0.0049,0.0,58.7717,0.0,411.3818
940,2026-06-01 15:40:00,Cloudy,1,Tomato,58.7717,60.0,1.2283,0.7505,14.02,33.64,0.004191,0.00482,0.0,0.0,0.00482,9.23,12.41,0.024813,0.0248,0.0048,0.0,58.7745,0.0,411.4018
941,2026-06-01 15:41:00,Cloudy,1,Tomato,58.7745,60.0,1.2255,0.7505,14.02,34.48,0.004316,0.004963,0.0,0.0,0.004963,9.23,12.39,0.024788,0.0248,0.005,0.0,58.7774,0.0,411.4218
942,2026-06-01 15:42:00,Cloudy,1,Tomato,58.7774,60.0,1.2226,0.7506,14.02,32.77,0.004091,0.004705,0.0,0.0,0.004705,9.23,12.38,0.024763,0.0248,0.0047,0.0,58.7802,0.0,411.4416
943,2026-06-01 15:43:00,Cloudy,1,Tomato,58.7802,60.0,1.2198,0.7507,14.02,33.52,0.004201,0.004831,0.0,0.0,0.004831,9.23,12.37,0.024738,0.0247,0.0048,0.0,58.7831,0.0,411.4617
944,2026-06-01 15:44:00,Cloudy,1,Tomato,58.7831,60.0,1.2169,0.7507,14.01,34.3,0.004173,0.004799,0.0,0.0,0.004799,9.23,12.36,0.024713,0.0247,0.0048,0.0,58.7859,0.0,411.4816
945,2026-06-01 15:45:00,Cloudy,1,Tomato,58.7859,60.0,1.2141,0.7508,14.01,33.14,0.004085,0.004698,0.0,0.0,0.004698,9.23,12.34,0.024688,0.0247,0.0047,0.0,58.7888,0.0,411.5015
946,2026-06-01 15:46:00,Cloudy,1,Tomato,58.7888,60.0,1.2112,0.7509,14.01,32.27,0.003895,0.004479,0.0,0.0,0.004479,9.23,12.33,0.024662,0.0247,0.0045,0.0,58.7917,0.0,411.5215
947,2026-06-01 15:47:00,Cloudy,1,Tomato,58.7917,60.0,1.2083,0.7509,14.01,33.5,0.003975,0.004571,0.0,0.0,0.004571,9.23,12.32,0.024637,0.0246,0.0046,0.0,58.7945,0.0,411.5417
948,2026-06-01 15:48:00,Cloudy,1,Tomato,58.7945,60.0,1.2055,0.751,14.0,34.22,0.004275,0.004916,0.0,0.0,0.004916,9.23,12.31,0.024612,0.0246,0.0049,0.0,58.7974,0.0,411.5618
949,2026-06-01 15:49:00,Cloudy,1,Tomato,58.7974,60.0,1.2026,0.7511,14.0,32.98,0.003979,0.004576,0.0,0.0,0.004576,9.23,12.29,0.024586,0.0246,0.0046,0.0,58.8002,0.0,411.5815
950,2026-06-01 15:50:00,Cloudy,1,Tomato,58.8002,60.0,1.1998,0.7511,14.0,31.85,0.00396,0.004554,0.0,0.0,0.004554,9.23,12.28,0.024562,0.0246,0.0046,0.0,58.8031,0.0,411.6015
951,2026-06-01 15:51:00,Cloudy,1,Tomato,58.8031,60.0,1.1969,0.7512,14.0,33.28,0.004191,0.00482,0.0,0.0,0.00482,9.23,12.27,0.024536,0.0245,0.0048,0.0,58.8059,0.0,411.6215
952,2026-06-01 15:52:00,Cloudy,1,Tomato,58.8059,60.0,1.1941,0.7512,14.0,32.03,0.003918,0.004506,0.0,0.0,0.004506,9.23,12.26,0.024511,0.0245,0.0045,0.0,58.8087,0.0,411.6412
953,2026-06-01 15:53:00,Cloudy,1,Tomato,58.8087,60.0,1.1913,0.7513,13.99,33.17,0.004119,0.004737,0.0,0.0,0.004737,9.23,12.24,0.024486,0.0245,0.0047,0.0,58.8116,0.0,411.6612
954,2026-06-01 15:54:00,Cloudy,1,Tomato,58.8116,60.0,1.1884,0.7514,13.99,31.91,0.003893,0.004477,0.0,0.0,0.004477,9.23,12.23,0.02446,0.0245,0.0045,0.0,58.8144,0.0,411.6809
955,2026-06-01 15:55:00,Cloudy,1,Tomato,58.8144,60.0,1.1856,0.7514,13.99,32.16,0.003861,0.00444,0.0,0.0,0.00444,9.23,12.22,0.024435,0.0244,0.0044,0.0,58.8173,0.0,411.7009
956,2026-06-01 15:56:00,Cloudy,1,Tomato,58.8173,60.0,1.1827,0.7515,13.99,32.27,0.003986,0.004584,0.0,0.0,0.004584,9.23,12.2,0.024409,0.0244,0.0046,0.0,58.8201,0.0,411.7209
957,2026-06-01 15:57:00,Cloudy,1,Tomato,58.8201,60.0,1.1799,0.7516,13.98,32.73,0.004052,0.00466,0.0,0.0,0.00466,9.23,12.19,0.024384,0.0244,0.0047,0.0,58.8229,0.0,411.7407
