step,timestamp,scenario,zone_id,crop,soil_type,area_m2,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,water_demand,et0,kc,etc,rainfall,effective_rainfall,crop_water_deficit,irrigation_command,irrigation_application,irrigation_volume_l,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
1249,2026-06-01 20:49:00,Rainy,2,Wheat,Sandy,120.0,51.0094,55.0,3.9906,0.7859,14.95,15.27,9.23,0.00051,0.85,0.000434,0.0,0.0,0.000434,16.03,0.032056,3.8468,0.0321,0.0004,0.0,51.0129,0.0,459.0843
1249,2026-06-01 20:49:00,Rainy,3,Maize,Clay,80.0,66.4466,65.0,-1.4466,0.8099,14.66,15.27,9.23,0.00051,1.2,0.000612,0.0,0.0,0.000612,5.38,0.010764,0.8611,0.0108,0.0006,0.0,66.4476,0.0,664.4658
1250,2026-06-01 20:50:00,Rainy,1,Tomato,Loam,100.0,60.593,60.0,-0.593,0.791,14.7,15.07,9.23,0.000552,1.15,0.000635,0.0,0.0,0.000635,5.37,0.010735,1.0735,0.0107,0.0006,0.0,60.5945,0.0,424.1512
1250,2026-06-01 20:50:00,Rainy,2,Wheat,Sandy,120.0,51.0129,55.0,3.9871,0.786,14.95,15.07,9.23,0.000552,0.85,0.000469,0.0,0.0,0.000469,15.99,0.031985,3.8382,0.032,0.0005,0.0,51.0164,0.0,459.1159
1250,2026-06-01 20:50:00,Rainy,3,Maize,Clay,80.0,66.4476,65.0,-1.4476,0.8099,14.66,15.07,9.23,0.000552,1.2,0.000662,0.0,0.0,0.000662,5.37,0.010735,0.8588,0.0107,0.0007,0.0,66.4486,0.0,664.476
1251,2026-06-01 20:51:00,Rainy,1,Tomato,Loam,100.0,60.5945,60.0,-0.5945,0.791,14.7,15.03,9.23,0.000514,1.15,0.000591,0.0,0.0,0.000591,5.36,0.01073,1.073,0.0107,0.0006,0.0,60.5959,0.0,424.1613
1251,2026-06-01 20:51:00,Rainy,2,Wheat,Sandy,120.0,51.0164,55.0,3.9836,0.7861,14.95,15.03,9.23,0.000514,0.85,0.000437,0.0,0.0,0.000437,15.98,0.031968,3.8362,0.032,0.0004,0.0,51.0199,0.0,459.1474
1251,2026-06-01 20:51:00,Rainy,3,Maize,Clay,80.0,66.4486,65.0,-1.4486,0.81,14.66,15.03,9.23,0.000514,1.2,0.000617,0.0,0.0,0.000617,5.36,0.01073,0.8584,0.0107,0.0006,0.0,66.4496,0.0,664.4861
1252,2026-06-01 20:52:00,Rainy,1,Tomato,Loam,100.0,60.5959,60.0,-0.5959,0.791,14.7,15.23,9.23,0.000379,1.15,0.000436,0.0,0.0,0.000436,5.38,0.010759,1.0759,0.0108,0.0004,0.0,60.5974,0.0,424.1714
1252,2026-06-01 20:52:00,Rainy,2,Wheat,Sandy,120.0,51.0199,55.0,3.9801,0.7862,14.95,15.23,9.23,0.000379,0.85,0.000322,0.0,0.0,0.000322,16.01,0.032028,3.8434,0.032,0.0003,0.0,51.0234,0.0,459.1789
1252,2026-06-01 20:52:00,Rainy,3,Maize,Clay,80.0,66.4496,65.0,-1.4496,0.81,14.66,15.23,9.23,0.000379,1.2,0.000455,0.0,0.0,0.000455,5.38,0.010759,0.8607,0.0108,0.0005,0.0,66.4507,0.0,664.4962
1253,2026-06-01 20:53:00,Rainy,1,Tomato,Loam,100.0,60.5974,60.0,-0.5974,0.7911,14.7,15.15,9.23,0.000538,1.15,0.000619,0.0,0.0,0.000619,5.37,0.010748,1.0748,0.0107,0.0006,0.0,60.5988,0.0,424.1817
1253,2026-06-01 20:53:00,Rainy,2,Wheat,Sandy,120.0,51.0234,55.0,3.9766,0.7863,14.96,15.15,9.23,0.000538,0.85,0.000457,0.0,0.0,0.000457,16.0,0.031997,3.8397,0.032,0.0005,0.0,51.0269,0.0,459.2106
1253,2026-06-01 20:53:00,Rainy,3,Maize,Clay,80.0,66.4507,65.0,-1.4507,0.81,14.66,15.15,9.23,0.000538,1.2,0.000646,0.0,0.0,0.000646,5.37,0.010748,0.8598,0.0107,0.0006,0.0,66.4517,0.0,664.5065
1254,2026-06-01 20:54:00,Rainy,1,Tomato,Loam,100.0,60.5988,60.0,-0.5988,0.7911,14.7,15.25,9.23,0.000565,1.15,0.00065,0.0,0.0,0.00065,5.38,0.010762,1.0762,0.0108,0.0006,0.0,60.6003,0.0,424.1918
1254,2026-06-01 20:54:00,Rainy,2,Wheat,Sandy,120.0,51.0269,55.0,3.9731,0.7864,14.96,15.25,9.23,0.000565,0.85,0.00048,0.0,0.0,0.00048,16.01,0.032023,3.8427,0.032,0.0005,0.0,51.0304,0.0,459.2421
1254,2026-06-01 20:54:00,Rainy,3,Maize,Clay,80.0,66.4517,65.0,-1.4517,0.81,14.65,15.25,9.23,0.000565,1.2,0.000678,0.0,0.0,0.000678,5.38,0.010762,0.8609,0.0108,0.0007,0.0,66.4527,0.0,664.5166
1255,2026-06-01 20:55:00,Rainy,1,Tomato,Loam,100.0,60.6003,60.0,-0.6003,0.7911,14.7,15.25,9.23,0.000481,1.15,0.000553,0.0,0.0,0.000553,5.38,0.010762,1.0762,0.0108,0.0006,0.0,60.6017,0.0,424.2019
1255,2026-06-01 20:55:00,Rainy,2,Wheat,Sandy,120.0,51.0304,55.0,3.9696,0.7864,14.96,15.25,9.23,0.000481,0.85,0.000409,0.0,0.0,0.000409,16.01,0.032019,3.8423,0.032,0.0004,0.0,51.0339,0.0,459.2736
1255,2026-06-01 20:55:00,Rainy,3,Maize,Clay,80.0,66.4527,65.0,-1.4527,0.8101,14.65,15.25,9.23,0.000481,1.2,0.000577,0.0,0.0,0.000577,5.38,0.010762,0.861,0.0108,0.0006,0.0,66.4537,0.0,664.5267
1256,2026-06-01 20:56:00,Rainy,1,Tomato,Loam,100.0,60.6017,60.0,-0.6017,0.7911,14.7,15.14,9.23,0.000496,1.15,0.00057,0.0,0.0,0.00057,5.37,0.010746,1.0746,0.0107,0.0006,0.0,60.6032,0.0,424.2121
1256,2026-06-01 20:56:00,Rainy,2,Wheat,Sandy,120.0,51.0339,55.0,3.9661,0.7865,14.96,15.14,9.23,0.000496,0.85,0.000422,0.0,0.0,0.000422,15.99,0.031977,3.8372,0.032,0.0004,0.0,51.0374,0.0,459.3052
1256,2026-06-01 20:56:00,Rainy,3,Maize,Clay,80.0,66.4537,65.0,-1.4537,0.8101,14.65,15.14,9.23,0.000496,1.2,0.000595,0.0,0.0,0.000595,5.37,0.010746,0.8597,0.0107,0.0006,0.0,66.4547,0.0,664.5369
1257,2026-06-01 20:57:00,Rainy,1,Tomato,Loam,100.0,60.6032,60.0,-0.6032,0.7912,14.71,15.23,9.23,0.000446,1.15,0.000513,0.0,0.0,0.000513,5.38,0.010758,1.0758,0.0108,0.0005,0.0,60.6046,0.0,424.2223
1257,2026-06-01 20:57:00,Rainy,2,Wheat,Sandy,120.0,51.0374,55.0,3.9626,0.7866,14.96,15.23,9.23,0.000446,0.85,0.000379,0.0,0.0,0.000379,16.0,0.031999,3.8398,0.032,0.0004,0.0,51.0409,0.0,459.3368
1257,2026-06-01 20:57:00,Rainy,3,Maize,Clay,80.0,66.4547,65.0,-1.4547,0.8101,14.65,15.23,9.23,0.000446,1.2,0.000535,0.0,0.0,0.000535,5.38,0.010758,0.8607,0.0108,0.0005,0.0,66.4557,0.0,664.5471
1258,2026-06-01 20:58:00,Rainy,1,Tomato,Loam,100.0,60.6046,60.0,-0.6046,0.7912,14.71,15.09,9.23,0.000465,1.15,0.000535,0.0,0.0,0.000535,5.37,0.010738,1.0738,0.0107,0.0005,0.0,60.6061,0.0,424.2325
1258,2026-06-01 20:58:00,Rainy,2,Wheat,Sandy,120.0,51.0409,55.0,3.9591,0.7867,14.97,15.09,9.23,0.000465,0.85,0.000395,0.0,0.0,0.000395,15.97,0.031947,3.8337,0.0319,0.0004,0.0,51.0444,0.0,459.3684
1258,2026-06-01 20:58:00,Rainy,3,Maize,Clay,80.0,66.4557,65.0,-1.4557,0.8101,14.65,15.09,9.23,0.000465,1.2,0.000558,0.0,0.0,0.000558,5.37,0.010738,0.859,0.0107,0.0006,0.0,66.4567,0.0,664.5573
1259,2026-06-01 20:59:00,Rainy,1,Tomato,Loam,100.0,60.6061,60.0,-0.6061,0.7912,14.71,15.28,9.23,0.000521,1.15,0.000599,0.0,0.0,0.000599,5.38,0.010767,1.0767,0.0108,0.0006,0.0,60.6076,0.0,424.2427
1259,2026-06-01 20:59:00,Rainy,2,Wheat,Sandy,120.0,51.0444,55.0,3.9556,0.7868,14.97,15.28,9.23,0.000521,0.85,0.000443,0.0,0.0,0.000443,16.0,0.032006,3.8407,0.032,0.0004,0.0,51.048,0.0,459.4
1259,2026-06-01 20:59:00,Rainy,3,Maize,Clay,80.0,66.4567,65.0,-1.4567,0.8101,14.65,15.28,9.23,0.000521,1.2,0.000625,0.0,0.0,0.000625,5.38,0.010767,0.8613,0.0108,0.0006,0.0,66.4578,0.0,664.5675
1260,2026-06-01 21:00:00,Rainy,1,Tomato,Loam,100.0,60.6076,60.0,-0.6076,0.7913,14.71,15.17,9.23,0.000513,1.15,0.00059,0.0,0.0,0.00059,5.38,0.01075,1.075,0.0108,0.0006,0.0,60.609,0.0,424.2529
1260,2026-06-01 21:00:00,Rainy,2,Wheat,Sandy,120.0,51.048,55.0,3.952,0.7869,14.97,15.17,9.23,0.000513,0.85,0.000436,0.0,0.0,0.000436,15.98,0.031963,3.8356,0.032,0.0004,0.0,51.0515,0.0,459.4316
1260,2026-06-01 21:00:00,Rainy,3,Maize,Clay,80.0,66.4578,65.0,-1.4578,0.8102,14.65,15.17,9.23,0.000513,1.2,0.000616,0.0,0.0,0.000616,5.38,0.01075,0.86,0.0108,0.0006,0.0,66.4588,0.0,664.5776
1261,2026-06-01 21:01:00,Rainy,1,Tomato,Loam,100.0,60.609,60.0,-0.609,0.7913,14.71,15.25,9.23,0.000436,1.15,0.000501,0.0,0.0,0.000501,5.38,0.010762,1.0762,0.0108,0.0005,0.0,60.6105,0.0,424.2631
1261,2026-06-01 21:01:00,Rainy,2,Wheat,Sandy,120.0,51.0515,55.0,3.9485,0.7869,14.97,15.25,9.23,0.000436,0.85,0.000371,0.0,0.0,0.000371,15.99,0.031985,3.8382,0.032,0.0004,0.0,51.055,0.0,459.4631
1261,2026-06-01 21:01:00,Rainy,3,Maize,Clay,80.0,66.4588,65.0,-1.4588,0.8102,14.65,15.25,9.23,0.000436,1.2,0.000523,0.0,0.0,0.000523,5.38,0.010762,0.861,0.0108,0.0005,0.0,66.4598,0.0,664.5877
1262,2026-06-01 21:02:00,Rainy,1,Tomato,Loam,100.0,60.6105,60.0,-0.6105,0.7913,14.71,15.21,9.23,0.000561,1.15,0.000645,0.0,0.0,0.000645,5.38,0.010756,1.0756,0.0108,0.0006,0.0,60.6119,0.0,424.2734
1262,2026-06-01 21:02:00,Rainy,2,Wheat,Sandy,120.0,51.055,55.0,3.945,0.787,14.97,15.21,9.23,0.000561,0.85,0.000477,0.0,0.0,0.000477,15.98,0.031965,3.8358,0.032,0.0005,0.0,51.0585,0.0,459.4947
1262,2026-06-01 21:02:00,Rainy,3,Maize,Clay,80.0,66.4598,65.0,-1.4598,0.8102,14.65,15.21,9.23,0.000561,1.2,0.000673,0.0,0.0,0.000673,5.38,0.010756,0.8605,0.0108,0.0007,0.0,66.4608,0.0,664.5979
1263,2026-06-01 21:03:00,Rainy,1,Tomato,Loam,100.0,60.6119,60.0,-0.6119,0.7914,14.71,15.32,9.23,0.000396,1.15,0.000455,0.0,0.0,0.000455,5.39,0.010772,1.0772,0.0108,0.0005,0.0,60.6134,0.0,424.2835
1263,2026-06-01 21:03:00,Rainy,2,Wheat,Sandy,120.0,51.0585,55.0,3.9415,0.7871,14.98,15.32,9.23,0.000396,0.85,0.000337,0.0,0.0,0.000337,16.0,0.031996,3.8395,0.032,0.0003,0.0,51.062,0.0,459.5262
1263,2026-06-01 21:03:00,Rainy,3,Maize,Clay,80.0,66.4608,65.0,-1.4608,0.8102,14.65,15.32,9.23,0.000396,1.2,0.000475,0.0,0.0,0.000475,5.39,0.010772,0.8618,0.0108,0.0005,0.0,66.4618,0.0,664.608
1264,2026-06-01 21:04:00,Rainy,1,Tomato,Loam,100.0,60.6134,60.0,-0.6134,0.7914,14.72,15.3,9.23,0.000398,1.15,0.000458,0.0,0.0,0.000458,5.38,0.010769,1.0769,0.0108,0.0005,0.0,60.6149,0.0,424.2938
1264,2026-06-01 21:04:00,Rainy,2,Wheat,Sandy,120.0,51.062,55.0,3.938,0.7872,14.98,15.3,9.23,0.000398,0.85,0.000338,0.0,0.0,0.000338,15.99,0.031983,3.8379,0.032,0.0003,0.0,51.0655,0.0,459.5579
1264,2026-06-01 21:04:00,Rainy,3,Maize,Clay,80.0,66.4618,65.0,-1.4618,0.8103,14.64,15.3,9.23,0.000398,1.2,0.000478,0.0,0.0,0.000478,5.38,0.010769,0.8615,0.0108,0.0005,0.0,66.4629,0.0,664.6183
1265,2026-06-01 21:05:00,Rainy,1,Tomato,Loam,100.0,60.6149,60.0,-0.6149,0.7914,14.72,15.32,9.23,0.000496,1.15,0.00057,0.0,0.0,0.00057,5.39,0.010772,1.0772,0.0108,0.0006,0.0,60.6163,0.0,424.3041
1265,2026-06-01 21:05:00,Rainy,2,Wheat,Sandy,120.0,51.0655,55.0,3.9345,0.7873,14.98,15.32,9.23,0.000496,0.85,0.000422,0.0,0.0,0.000422,15.99,0.031983,3.8379,0.032,0.0004,0.0,51.069,0.0,459.5895
1265,2026-06-01 21:05:00,Rainy,3,Maize,Clay,80.0,66.4629,65.0,-1.4629,0.8103,14.64,15.32,9.23,0.000496,1.2,0.000595,0.0,0.0,0.000595,5.39,0.010772,0.8617,0.0108,0.0006,0.0,66.4639,0.0,664.6286
1266,2026-06-01 21:06:00,Rainy,1,Tomato,Loam,100.0,60.6163,60.0,-0.6163,0.7915,14.72,15.39,9.23,0.000402,1.15,0.000462,0.0,0.0,0.000462,5.39,0.010783,1.0783,0.0108,0.0005,0.0,60.6178,0.0,424.3143
1266,2026-06-01 21:06:00,Rainy,2,Wheat,Sandy,120.0,51.069,55.0,3.931,0.7874,14.98,15.39,9.23,0.000402,0.85,0.000342,0.0,0.0,0.000342,16.0,0.032001,3.8402,0.032,0.0003,0.0,51.0725,0.0,459.6211
1266,2026-06-01 21:06:00,Rainy,3,Maize,Clay,80.0,66.4639,65.0,-1.4639,0.8103,14.64,15.39,9.23,0.000402,1.2,0.000482,0.0,0.0,0.000482,5.39,0.010783,0.8626,0.0108,0.0005,0.0,66.4649,0.0,664.6388
1267,2026-06-01 21:07:00,Rainy,1,Tomato,Loam,100.0,60.6178,60.0,-0.6178,0.7915,14.72,15.28,9.23,0.000467,1.15,0.000537,0.0,0.0,0.000537,5.38,0.010766,1.0766,0.0108,0.0005,0.0,60.6193,0.0,424.3246
1267,2026-06-01 21:07:00,Rainy,2,Wheat,Sandy,120.0,51.0725,55.0,3.9275,0.7874,14.98,15.28,9.23,0.000467,0.85,0.000397,0.0,0.0,0.000397,15.98,0.031959,3.835,0.032,0.0004,0.0,51.076,0.0,459.6528
1267,2026-06-01 21:07:00,Rainy,3,Maize,Clay,80.0,66.4649,65.0,-1.4649,0.8103,14.64,15.28,9.23,0.000467,1.2,0.00056,0.0,0.0,0.00056,5.38,0.010766,0.8613,0.0108,0.0006,0.0,66.4659,0.0,664.6491
1268,2026-06-01 21:08:00,Rainy,1,Tomato,Loam,100.0,60.6193,60.0,-0.6193,0.7915,14.72,15.29,9.23,0.000446,1.15,0.000513,0.0,0.0,0.000513,5.38,0.010767,1.0767,0.0108,0.0005,0.0,60.6207,0.0,424.3348
1268,2026-06-01 21:08:00,Rainy,2,Wheat,Sandy,120.0,51.076,55.0,3.924,0.7875,14.99,15.29,9.23,0.000446,0.85,0.000379,0.0,0.0,0.000379,15.98,0.031957,3.8348,0.032,0.0004,0.0,51.0796,0.0,459.6844
1268,2026-06-01 21:08:00,Rainy,3,Maize,Clay,80.0,66.4659,65.0,-1.4659,0.8104,14.64,15.29,9.23,0.000446,1.2,0.000535,0.0,0.0,0.000535,5.38,0.010767,0.8614,0.0108,0.0005,0.0,66.467,0.0,664.6593
1269,2026-06-01 21:09:00,Rainy,1,Tomato,Loam,100.0,60.6207,60.0,-0.6207,0.7916,14.72,15.3,9.23,0.000417,1.15,0.00048,0.0,0.0,0.00048,5.38,0.01077,1.077,0.0108,0.0005,0.0,60.6222,0.0,424.3451
1269,2026-06-01 21:09:00,Rainy,2,Wheat,Sandy,120.0,51.0796,55.0,3.9204,0.7876,14.99,15.3,9.23,0.000417,0.85,0.000354,0.0,0.0,0.000354,15.98,0.031956,3.8348,0.032,0.0004,0.0,51.0831,0.0,459.716
1269,2026-06-01 21:09:00,Rainy,3,Maize,Clay,80.0,66.467,65.0,-1.467,0.8104,14.64,15.3,9.23,0.000417,1.2,0.0005,0.0,0.0,0.0005,5.38,0.01077,0.8616,0.0108,0.0005,0.0,66.468,0.0,664.6695
1270,2026-06-01 21:10:00,Rainy,1,Tomato,Loam,100.0,60.6222,60.0,-0.6222,0.7916,14.72,15.24,9.23,0.000472,1.15,0.000543,0.0,0.0,0.000543,5.38,0.01076,1.076,0.0108,0.0005,0.0,60.6237,0.0,424.3554
1270,2026-06-01 21:10:00,Rainy,2,Wheat,Sandy,120.0,51.0831,55.0,3.9169,0.7877,14.99,15.24,9.23,0.000472,0.85,0.000401,0.0,0.0,0.000401,15.96,0.031928,3.8314,0.0319,0.0004,0.0,51.0866,0.0,459.7476
1270,2026-06-01 21:10:00,Rainy,3,Maize,Clay,80.0,66.468,65.0,-1.468,0.8104,14.64,15.24,9.23,0.000472,1.2,0.000566,0.0,0.0,0.000566,5.38,0.01076,0.8608,0.0108,0.0006,0.0,66.469,0.0,664.6798
1271,2026-06-01 21:11:00,Rainy,1,Tomato,Loam,100.0,60.6237,60.0,-0.6237,0.7916,14.73,15.25,9.23,0.000441,1.15,0.000507,0.0,0.0,0.000507,5.38,0.010762,1.0762,0.0108,0.0005,0.0,60.6251,0.0,424.3656
1271,2026-06-01 21:11:00,Rainy,2,Wheat,Sandy,120.0,51.0866,55.0,3.9134,0.7878,14.99,15.25,9.23,0.000441,0.85,0.000375,0.0,0.0,0.000375,15.96,0.031928,3.8314,0.0319,0.0004,0.0,51.0901,0.0,459.7791
1271,2026-06-01 21:11:00,Rainy,3,Maize,Clay,80.0,66.469,65.0,-1.469,0.8104,14.64,15.25,9.23,0.000441,1.2,0.000529,0.0,0.0,0.000529,5.38,0.010762,0.861,0.0108,0.0005,0.0,66.47,0.0,664.69
1272,2026-06-01 21:12:00,Rainy,1,Tomato,Loam,100.0,60.6251,60.0,-0.6251,0.7917,14.73,15.42,9.23,0.000474,1.15,0.000545,0.0,0.0,0.000545,5.39,0.010787,1.0787,0.0108,0.0005,0.0,60.6266,0.0,424.3759
1272,2026-06-01 21:12:00,Rainy,2,Wheat,Sandy,120.0,51.0901,55.0,3.9099,0.7879,14.99,15.42,9.23,0.000474,0.85,0.000403,0.0,0.0,0.000403,15.99,0.031977,3.8372,0.032,0.0004,0.0,51.0936,0.0,459.8107
1272,2026-06-01 21:12:00,Rainy,3,Maize,Clay,80.0,66.47,65.0,-1.47,0.8104,14.64,15.42,9.23,0.000474,1.2,0.000569,0.0,0.0,0.000569,5.39,0.010787,0.8629,0.0108,0.0006,0.0,66.471,0.0,664.7002
1273,2026-06-01 21:13:00,Rainy,1,Tomato,Loam,100.0,60.6266,60.0,-0.6266,0.7917,14.73,15.37,9.23,0.000472,1.15,0.000543,0.0,0.0,0.000543,5.39,0.010779,1.0779,0.0108,0.0005,0.0,60.628,0.0,424.3861
1273,2026-06-01 21:13:00,Rainy,2,Wheat,Sandy,120.0,51.0936,55.0,3.9064,0.7879,15.0,15.37,9.23,0.000472,0.85,0.000401,0.0,0.0,0.000401,15.98,0.031954,3.8345,0.032,0.0004,0.0,51.0971,0.0,459.8423
1273,2026-06-01 21:13:00,Rainy,3,Maize,Clay,80.0,66.471,65.0,-1.471,0.8105,14.64,15.37,9.23,0.000472,1.2,0.000566,0.0,0.0,0.000566,5.39,0.010779,0.8623,0.0108,0.0006,0.0,66.4721,0.0,664.7104
1274,2026-06-01 21:14:00,Rainy,1,Tomato,Loam,100.0,60.628,60.0,-0.628,0.7917,14.73,15.46,9.23,0.000456,1.15,0.000524,0.0,0.0,0.000524,5.4,0.010794,1.0794,0.0108,0.0005,0.0,60.6295,0.0,424.3963
1274,2026-06-01 21:14:00,Rainy,2,Wheat,Sandy,120.0,51.0971,55.0,3.9029,0.788,15.0,15.46,9.23,0.000456,0.85,0.000388,0.0,0.0,0.000388,15.99,0.031981,3.8377,0.032,0.0004,0.0,51.1006,0.0,459.8739
1274,2026-06-01 21:14:00,Rainy,3,Maize,Clay,80.0,66.4721,65.0,-1.4721,0.8105,14.64,15.46,9.23,0.000456,1.2,0.000547,0.0,0.0,0.000547,5.4,0.010794,0.8635,0.0108,0.0005,0.0,66.4731,0.0,664.7206
1275,2026-06-01 21:15:00,Rainy,1,Tomato,Loam,100.0,60.6295,60.0,-0.6295,0.7918,14.73,15.42,9.23,0.000452,1.15,0.00052,0.0,0.0,0.00052,5.39,0.010787,1.0787,0.0108,0.0005,0.0,60.631,0.0,424.4066
1275,2026-06-01 21:15:00,Rainy,2,Wheat,Sandy,120.0,51.1006,55.0,3.8994,0.7881,15.0,15.42,9.23,0.000452,0.85,0.000384,0.0,0.0,0.000384,15.98,0.03196,3.8352,0.032,0.0004,0.0,51.1041,0.0,459.9055
1275,2026-06-01 21:15:00,Rainy,3,Maize,Clay,80.0,66.4731,65.0,-1.4731,0.8105,14.63,15.42,9.23,0.000452,1.2,0.000542,0.0,0.0,0.000542,5.39,0.010787,0.8629,0.0108,0.0005,0.0,66.4741,0.0,664.7308
1276,2026-06-01 21:16:00,Rainy,1,Tomato,Loam,100.0,60.631,60.0,-0.631,0.7918,14.73,15.48,9.23,0.000392,1.15,0.000451,0.0,0.0,0.000451,5.4,0.010797,1.0797,0.0108,0.0005,0.0,60.6325,0.0,424.4169
1276,2026-06-01 21:16:00,Rainy,2,Wheat,Sandy,120.0,51.1041,55.0,3.8959,0.7882,15.0,15.48,9.23,0.000392,0.85,0.000333,0.0,0.0,0.000333,15.99,0.031977,3.8373,0.032,0.0003,0.0,51.1076,0.0,459.9371
1276,2026-06-01 21:16:00,Rainy,3,Maize,Clay,80.0,66.4741,65.0,-1.4741,0.8105,14.63,15.48,9.23,0.000392,1.2,0.00047,0.0,0.0,0.00047,5.4,0.010797,0.8638,0.0108,0.0005,0.0,66.4751,0.0,664.741
1277,2026-06-01 21:17:00,Rainy,1,Tomato,Loam,100.0,60.6325,60.0,-0.6325,0.7918,14.73,15.3,9.23,0.000374,1.15,0.00043,0.0,0.0,0.00043,5.38,0.01077,1.077,0.0108,0.0004,0.0,60.6339,0.0,424.4272
1277,2026-06-01 21:17:00,Rainy,2,Wheat,Sandy,120.0,51.1076,55.0,3.8924,0.7883,15.01,15.3,9.23,0.000374,0.85,0.000318,0.0,0.0,0.000318,15.96,0.031911,3.8293,0.0319,0.0003,0.0,51.1111,0.0,459.9687
1277,2026-06-01 21:17:00,Rainy,3,Maize,Clay,80.0,66.4751,65.0,-1.4751,0.8106,14.63,15.3,9.23,0.000374,1.2,0.000449,0.0,0.0,0.000449,5.38,0.01077,0.8616,0.0108,0.0004,0.0,66.4762,0.0,664.7513
1278,2026-06-01 21:18:00,Rainy,1,Tomato,Loam,100.0,60.6339,60.0,-0.6339,0.7919,14.74,15.42,9.23,0.000417,1.15,0.00048,0.0,0.0,0.00048,5.39,0.010788,1.0788,0.0108,0.0005,0.0,60.6354,0.0,424.4375
1278,2026-06-01 21:18:00,Rainy,2,Wheat,Sandy,120.0,51.1111,55.0,3.8889,0.7884,15.01,15.42,9.23,0.000417,0.85,0.000354,0.0,0.0,0.000354,15.97,0.031944,3.8333,0.0319,0.0004,0.0,51.1147,0.0,460.0003
1278,2026-06-01 21:18:00,Rainy,3,Maize,Clay,80.0,66.4762,65.0,-1.4762,0.8106,14.63,15.42,9.23,0.000417,1.2,0.0005,0.0,0.0,0.0005,5.39,0.010788,0.863,0.0108,0.0005,0.0,66.4772,0.0,664.7616
1279,2026-06-01 21:19:00,Rainy,1,Tomato,Loam,100.0,60.6354,60.0,-0.6354,0.7919,14.74,15.48,9.23,0.000379,1.15,0.000436,0.0,0.0,0.000436,5.4,0.010797,1.0797,0.0108,0.0004,0.0,60.6369,0.0,424.4478
1279,2026-06-01 21:19:00,Rainy,2,Wheat,Sandy,120.0,51.1147,55.0,3.8853,0.7884,15.01,15.48,9.23,0.000379,0.85,0.000322,0.0,0.0,0.000322,15.98,0.03196,3.8351,0.032,0.0003,0.0,51.1182,0.0,460.0319
1279,2026-06-01 21:19:00,Rainy,3,Maize,Clay,80.0,66.4772,65.0,-1.4772,0.8106,14.63,15.48,9.23,0.000379,1.2,0.000455,0.0,0.0,0.000455,5.4,0.010797,0.8638,0.0108,0.0005,0.0,66.4782,0.0,664.7719
1280,2026-06-01 21:20:00,Rainy,1,Tomato,Loam,100.0,60.6369,60.0,-0.6369,0.7919,14.74,15.38,9.23,0.00055,1.15,0.000633,0.0,0.0,0.000633,5.39,0.010781,1.0781,0.0108,0.0006,0.0,60.6383,0.0,424.4582
1280,2026-06-01 21:20:00,Rainy,2,Wheat,Sandy,120.0,51.1182,55.0,3.8818,0.7885,15.01,15.38,9.23,0.00055,0.85,0.000468,0.0,0.0,0.000468,15.96,0.031917,3.83,0.0319,0.0005,0.0,51.1217,0.0,460.0635
1280,2026-06-01 21:20:00,Rainy,3,Maize,Clay,80.0,66.4782,65.0,-1.4782,0.8106,14.63,15.38,9.23,0.00055,1.2,0.00066,0.0,0.0,0.00066,5.39,0.010781,0.8625,0.0108,0.0007,0.0,66.4792,0.0,664.7822
1281,2026-06-01 21:21:00,Rainy,1,Tomato,Loam,100.0,60.6383,60.0,-0.6383,0.792,14.74,15.67,9.23,0.00047,1.15,0.00054,0.0,0.0,0.00054,5.41,0.010826,1.0826,0.0108,0.0005,0.0,60.6398,0.0,424.4683
1281,2026-06-01 21:21:00,Rainy,2,Wheat,Sandy,120.0,51.1217,55.0,3.8783,0.7886,15.01,15.67,9.23,0.00047,0.85,0.000399,0.0,0.0,0.000399,16.01,0.032013,3.8415,0.032,0.0004,0.0,51.1252,0.0,460.0949
1281,2026-06-01 21:21:00,Rainy,3,Maize,Clay,80.0,66.4792,65.0,-1.4792,0.8106,14.63,15.67,9.23,0.00047,1.2,0.000564,0.0,0.0,0.000564,5.41,0.010826,0.8661,0.0108,0.0006,0.0,66.4803,0.0,664.7923
1282,2026-06-01 21:22:00,Rainy,1,Tomato,Loam,100.0,60.6398,60.0,-0.6398,0.792,14.74,15.67,9.23,0.000396,1.15,0.000455,0.0,0.0,0.000455,5.41,0.010826,1.0826,0.0108,0.0005,0.0,60.6413,0.0,424.4786
1282,2026-06-01 21:22:00,Rainy,2,Wheat,Sandy,120.0,51.1252,55.0,3.8748,0.7887,15.02,15.67,9.23,0.000396,0.85,0.000337,0.0,0.0,0.000337,16.0,0.032007,3.8408,0.032,0.0003,0.0,51.1287,0.0,460.1265
1282,2026-06-01 21:22:00,Rainy,3,Maize,Clay,80.0,66.4803,65.0,-1.4803,0.8107,14.63,15.67,9.23,0.000396,1.2,0.000475,0.0,0.0,0.000475,5.41,0.010826,0.8661,0.0108,0.0005,0.0,66.4813,0.0,664.8026
1283,2026-06-01 21:23:00,Rainy,1,Tomato,Loam,100.0,60.6413,60.0,-0.6413,0.792,14.74,15.45,9.23,0.000455,1.15,0.000523,0.0,0.0,0.000523,5.4,0.010791,1.0791,0.0108,0.0005,0.0,60.6428,0.0,424.489
